Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
17314.103129,8221,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
19556.89932,25245,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
23447.686561,15755,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
23547.239443,16235,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
23016.008009,18147,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
22230.027503,22102,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
22625.073566,23612,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
21799.172097,24439,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
21341.257207,25212,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
21683.031464,26779,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
20986.016017,27096,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
20902.103794,29649,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
20698.077083,2992,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
20099.256845,10036,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
18145.126489,18339,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17944.856923,19592,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,0
19027.862305,21797,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
18348.898572,23852,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17750.884575,25040,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17772.96968,25052,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17394.021398,25464,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17645.745044,27830,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
21908.366625,17353,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,0
21956.342663,17787,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
21646.116924,19562,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
21575.456827,20137,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
20952.217802,20158,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
21562.047578,23767,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,1
19981.127911,24323,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
19425.848616,27839,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
19191.989617,29187,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
19641.741902,31324,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
25589.983155,2308,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
25098.629057,10014,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
23420.706948,18910,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
22661.048485,20105,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,0
23493.082295,20453,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
22435.202819,22287,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
21878.119996,23237,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
23077.56591,23798,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
21698.014746,25489,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
21831.822916,25564,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
26831.194037,4695,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26060.33535,9795,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26781.814645,12052,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26302.074284,13050,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26190.271468,17335,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
25508.210956,17480,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
23348.016954,24027,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
23406.68982,25387,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
23159.543782,25869,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,0
21536.74173,37128,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,1
51154.047216,2202,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
49248.158967,6685,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
46747.67327,15343,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
44130.617055,21341,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
44084.914212,21367,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
43892.46788,23371,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
44300.639958,23751,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
42677.601117,24052,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
43374.05242,25199,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
40619.07227,30082,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
33417.965013,6598,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30957.080749,10625,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
31431.13037,11013,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30781.515633,14937,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30646.437701,17094,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30792.149029,17870,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30392.750158,18449,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
28817.081847,21039,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,0,1
29275.208714,21056,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
28040.128529,27484,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
39801.551354,14095,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
40335.737314,14743,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
39307.009165,16041,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
38600.239561,17138,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
38445.897169,18661,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
36077.796121,21966,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
35866.582709,24415,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
35338.65369,25163,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
36154.303548,25339,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
34685.66298,25421,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
42820.329023,5499,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
41378.048089,8125,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
40856.390895,12791,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
41419.037262,14452,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
37510.25357,21593,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
37215.169383,22211,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
36332.894685,25153,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
36245.158228,26250,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
32954.141336,36074,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
32537.186751,41829,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
35715.768556,6447,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
35651.68002,10555,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
35129.340771,11975,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
35165.759369,13449,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
32501.245189,17508,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
33220.028446,18661,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
32509.478288,20910,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
31132.213492,23124,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
31181.715159,26222,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
31059.181027,27544,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
42741.523666,2846,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
40966.607412,7476,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
38795.379095,13973,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
38297.462536,16754,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
37192.896366,19100,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
36210.122996,21778,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
36633.633819,22042,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
35895.49941,23056,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
34974.378037,25796,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
32038.339563,35326,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
48310.329545,788,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
48365.980897,2616,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
45061.951935,13829,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
44205.875885,15104,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
42377.955442,18581,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
41671.58314,20575,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
41516.429862,23861,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
41053.482168,25717,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
38208.501023,31303,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
39072.392053,31587,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
70755.466717,583,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
68566.187189,6420,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
69133.731722,7892,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
66374.30704,12021,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
65281.481237,15600,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
63913.117248,18200,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
60567.549093,23193,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
57154.443437,29260,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
55639.087654,31805,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,0,1
52001.994379,42691,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
12146.188031,10011,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
12163.820425,12101,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
11472.022761,19699,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
11017.16871,20100,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,0
11096.857268,20334,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,0
10386.040218,22225,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
11137.045655,22484,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11045.108844,24568,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,1
10777.052537,27906,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
9928.1881746,29680,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
12649.110893,3629,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
12314.591217,4142,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
11318.008089,11156,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
12409.949094,11981,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,1
11555.267402,13404,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
11700.111486,15253,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,0,0
11215.018647,19945,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,0,0
10144.952081,23963,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
10491.075199,30948,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
9954.0541735,37345,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
11031.129931,20156,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11343.05401,20186,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11391.213718,21421,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11247.862535,21427,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
10921.945372,23119,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11179.953571,23121,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11394.886403,25107,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11070.060643,25476,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11013.871368,25746,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11115.01364,30056,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11918.456068,7278,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
12408.806148,10213,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,1
11302.902985,14627,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
11615.021018,19014,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,1
10805.13009,21013,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,1,1
11169.918388,22380,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10770.106554,25065,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10872.013926,25869,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
10921.945372,27776,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,0,0
9919.0481852,34621,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10813.343521,266,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,1
11167.861003,4716,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,0
10897.076506,6699,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,1
10106.016431,14200,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,0
10354.043852,14521,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,0
10287.977363,16521,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,1
9720.9788895,20836,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,0
9506.0479366,22169,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,0,1
9789.0376755,22986,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,1
9220.8296769,29992,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,1
10971.095614,7091,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,0,0
10315.018234,14438,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,1
9654.0601416,19183,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
9563.7893088,19273,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0
9665.8488597,19565,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,1,1
9482.2194039,24842,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,0,0
8638.9308953,25216,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
9041.9062544,26191,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,1
8870.9473159,32914,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0
8768.998585,35299,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
13007.984178,7372,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
13041.873997,13607,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
12045.920705,19136,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
12469.527576,19712,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
11539.84565,22405,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
11726.002974,23103,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
12207.872926,23512,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
11203.146109,27364,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
10788.97036,31436,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
11149.618304,34447,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
14584.448122,1160,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13681.698003,10210,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13446.213415,17741,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
12327.641608,19347,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
12274.957581,19612,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12630.775034,22571,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12425.389171,22771,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
12319.696246,24568,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12549.892334,25816,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
12234.888053,30297,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
14894.982593,2464,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14198.092459,11322,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
14678.105334,11488,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
13167.702321,14630,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
13471.005083,18910,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
12573.899939,25048,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
12383.402811,25069,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
13230.918674,25862,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
11080.516378,36855,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
11328.958868,39946,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
15053.933735,4652,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
14397.928085,5189,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
14642.323577,6224,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
13464.802884,14231,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
13678.863003,17971,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
12507.485267,19715,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
13141.04795,19898,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
13594.085591,20682,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
12733.857924,21386,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
12230.099772,28408,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
14222.305395,8427,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
14266.912576,8615,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
14255.747682,16958,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
13762.901447,18040,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
14275.127635,18533,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
13688.000109,18766,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
13308.833749,20043,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
14145.880989,20512,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
12944.938754,21684,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
12846.061593,27560,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
14061.122765,4922,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
13072.841631,14311,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
11699.033916,19816,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
12257.164086,21492,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
11574.173813,21525,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
11539.048533,24163,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
12243.060624,25014,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
11671.858127,25727,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
11464.628859,29410,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
